page_index,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,5,1,1,1,1,1,20,14,55,29,96.080994,108
4,5,1,2,1,1,1,146,199,56,18,96.640495,Table
4,5,1,2,1,1,2,209,199,17,18,92.724129,4.
4,5,1,2,1,1,3,236,200,45,17,96.613258,Data
4,5,1,2,1,1,4,288,204,26,13,96.693146,on
4,5,1,2,1,1,5,321,199,73,18,96.157463,Musical
4,5,1,2,1,1,6,402,199,65,19,94.183678,Scales.
4,5,1,2,1,2,1,147,240,21,18,94.720383,A.
4,5,1,2,1,2,2,177,239,106,24,96.243309,Frequency
4,5,1,2,1,2,3,290,239,23,19,96.4216,of
4,5,1,2,1,2,4,319,239,73,19,96.745163,musical
4,5,1,2,1,2,5,400,242,60,19,96.977257,"notes,"
4,5,1,2,1,2,6,466,239,97,24,96.467697,expressed
4,5,1,2,1,2,7,570,240,18,18,96.101196,in
4,5,1,2,1,2,8,596,239,50,19,96.101196,hertz
4,5,1,2,1,2,9,652,239,87,23,95.978554,(number
4,5,1,2,1,2,10,745,239,23,19,96.489326,of
4,5,1,2,1,2,11,773,239,91,24,96.410507,complete
4,5,1,2,1,2,12,871,239,112,19,96.325439,oscillations
4,5,1,2,1,2,13,990,245,32,19,96.904129,per
4,5,1,2,1,2,14,1028,239,77,24,96.646835,second)
4,5,1,3,1,1,1,254,283,94,19,96.675194,European
4,5,1,3,1,1,2,357,284,84,18,96.675194,notation
4,5,1,3,1,1,3,639,277,31,35,36.351135,(oad
4,5,1,3,1,1,4,760,278,24,35,67.138702,Cc
4,5,1,3,1,1,5,883,285,15,18,4.99823,c
4,5,1,3,1,1,6,963,279,231,27,51.422005,foc
4,5,1,3,1,1,7,1066,275,20,39,79.241547,|
4,5,1,3,1,1,8,1111,275,37,39,28.894936,c'
4,5,1,3,1,1,9,1170,275,27,39,64.627533,i
4,5,1,3,1,2,1,271,313,77,14,79.356682,merican
4,5,1,3,1,2,2,356,311,84,16,96.122253,notation
4,5,1,3,1,2,3,638,317,25,22,96.443466,Co
4,5,1,3,1,2,4,764,319,26,21,44.647198,Ci
4,5,1,3,1,2,5,883,320,23,20,20.868729,CG
4,5,1,3,1,3,1,616,350,80,18,95.228668,16.3516
4,5,1,3,1,3,2,710,346,14,32,94.904419,|
4,5,1,3,1,3,3,734,350,82,19,96.711998,32.7032
4,5,1,3,1,3,4,866,351,83,18,94.21209,65.4064
4,5,1,3,1,3,5,955,347,11,31,90.002045,|
4,5,1,3,1,3,6,977,351,78,18,96.427849,130.813
4,5,1,3,1,3,7,1071,347,11,31,95.690567,|
4,5,1,3,1,3,8,1094,351,82,18,96.597198,261.626
4,5,1,3,1,3,9,1216,320,42,49,19.130409,mi
4,5,1,3,1,3,10,1261,328,34,40,36.517715,I
4,5,1,3,1,3,11,1336,320,54,49,37.840988,Tae
4,5,1,3,1,3,12,1392,351,24,18,93.632561,50
4,5,1,3,1,3,13,1429,347,11,31,85.843323,|
4,5,1,3,1,3,14,1454,351,82,18,96.639473,2093.00
4,5,1,3,1,4,1,617,380,79,19,93.055504,17.3239
4,5,1,3,1,4,2,711,376,12,32,87.136581,|
4,5,1,3,1,4,3,734,380,81,19,96.661331,34.6478
4,5,1,3,1,4,4,866,381,82,18,93.44191,49.2957
4,5,1,3,1,4,5,957,377,11,31,95.178314,|
4,5,1,3,1,4,6,977,381,75,19,95.178314,138.591
4,5,1,3,1,4,7,1071,377,11,31,95.635086,|
4,5,1,3,1,4,8,1094,381,81,18,94.917519,277.183
4,5,1,3,1,4,9,1190,377,14,31,94.917519,|
4,5,1,3,1,4,10,1214,381,80,19,95.00293,554.365
4,5,1,3,1,4,11,1311,377,11,31,93.488876,|
4,5,1,3,1,4,12,1337,381,78,19,95.073898,1108.73
4,5,1,3,1,4,13,1430,377,11,31,94.372162,|
4,5,1,3,1,4,14,1454,381,83,19,94.372162,2217.46
4,5,1,3,1,5,1,616,411,80,18,92.96373,18.3540
4,5,1,3,1,5,2,712,407,12,31,94.959938,|
4,5,1,3,1,5,3,734,411,79,18,96.810303,36.7081
4,5,1,3,1,5,4,880,411,69,19,96.689438,3.4162
4,5,1,3,1,5,5,956,407,11,32,96.292587,|
4,5,1,3,1,5,6,977,411,78,19,95.056877,146.832
4,5,1,3,1,5,7,1070,407,12,32,94.65197,|
4,5,1,3,1,5,8,1094,412,80,18,96.6119,293.665
4,5,1,3,1,5,9,1190,407,12,32,96.452438,|
4,5,1,3,1,5,10,1214,411,82,19,95.71656,587.330
4,5,1,3,1,5,11,1310,407,12,32,96.074654,|
4,5,1,3,1,5,12,1337,411,79,19,96.074654,1174.66
4,5,1,3,1,5,13,1430,407,12,32,95.859879,|
4,5,1,3,1,5,14,1454,412,82,18,96.749954,2349.32
4,5,1,3,1,6,1,617,441,79,18,93.834953,19.4454
4,5,1,3,1,6,2,711,437,12,32,78.75209,|
4,5,1,3,1,6,3,735,441,81,19,96.591301,38.8909
4,5,1,3,1,6,4,867,441,81,19,93.831497,77.7817
4,5,1,3,1,6,5,956,437,11,32,92.149796,|
4,5,1,3,1,6,6,977,442,78,18,92.149796,155.564
4,5,1,3,1,6,7,1071,437,11,32,74.453262,|
4,5,1,3,1,6,8,1094,441,81,19,94.98645,311.127
4,5,1,3,1,6,9,1191,437,11,32,95.930824,|
4,5,1,3,1,6,10,1214,442,82,18,95.384605,622.254
4,5,1,3,1,6,11,1311,437,11,32,95.968994,|
4,5,1,3,1,6,12,1337,442,76,18,95.974091,1244.51
4,5,1,3,1,6,13,1431,437,11,32,95.390144,|
4,5,1,3,1,6,14,1453,442,82,18,95.390144,2489.02
4,5,1,3,1,6,15,1551,437,11,32,96.503456,|
4,5,1,3,1,6,16,1574,442,81,19,96.174286,4978.03
4,5,1,3,1,7,1,614,471,81,19,93.988518,20.6017
4,5,1,3,1,7,2,711,467,11,32,93.988518,|
4,5,1,3,1,7,3,734,472,82,18,96.784378,41.2034
4,5,1,3,1,7,4,866,472,83,18,95.330475,82.4069
4,5,1,3,1,7,5,957,468,9,31,94.958939,|
4,5,1,3,1,7,6,977,472,79,18,94.958939,164.814
4,5,1,3,1,7,7,1071,468,11,31,95.673782,|
4,5,1,3,1,7,8,1094,472,81,18,96.009254,329.628
4,5,1,3,1,7,9,1190,468,14,31,95.971733,|
4,5,1,3,1,7,10,1214,472,80,19,96.295685,659.255
4,5,1,3,1,7,11,1311,468,11,31,94.445267,|
4,5,1,3,1,7,12,1336,472,77,19,91.264938,1318.51
4,5,1,3,1,7,13,1430,468,11,31,95.016655,|
4,5,1,3,1,7,14,1453,472,83,18,95.105492,2637.02
4,5,1,3,1,7,15,1551,468,12,31,96.34269,|
4,5,1,3,1,7,16,1575,472,81,19,96.708122,5274.04
4,5,1,3,1,8,1,614,501,81,19,96.176064,21.8268
4,5,1,3,1,8,2,711,497,11,32,95.05545,|
4,5,1,3,1,8,3,734,502,81,18,96.138626,43.6535
4,5,1,3,1,8,4,866,502,80,18,96.646896,87.3071
4,5,1,3,1,8,5,958,498,11,32,93.855331,|
4,5,1,3,1,8,6,977,502,79,18,93.855331,174.614
4,5,1,3,1,8,7,1070,498,14,32,94.021286,|
4,5,1,3,1,8,8,1095,502,80,19,96.263466,349.228
4,5,1,3,1,8,9,1190,498,11,32,93.829964,|
4,5,1,3,1,8,10,1214,502,81,19,94.793549,698.457
4,5,1,3,1,8,11,1312,498,12,32,95.663773,|
4,5,1,3,1,8,12,1336,502,77,19,96.160233,1396.91
4,5,1,3,1,8,13,1430,498,11,32,93.030594,|
4,5,1,3,1,8,14,1454,502,82,19,95.998337,2793.83
4,5,1,3,1,8,15,1550,498,14,32,96.121048,|
4,5,1,3,1,8,16,1575,502,80,19,96.381775,5587.65
4,5,1,3,1,9,1,614,532,82,18,86.593102,23.1247
4,5,1,3,1,9,2,713,528,11,31,86.593102,|
4,5,1,3,1,9,3,734,532,81,18,93.223335,46.2493
4,5,1,3,1,9,4,866,532,83,19,95.030624,92.4986
4,5,1,3,1,9,5,955,528,11,32,96.829742,|
4,5,1,3,1,9,6,977,532,78,19,92.882614,184.997
4,5,1,3,1,9,7,1070,528,14,32,96.304047,|
4,5,1,3,1,9,8,1094,533,82,18,96.140823,369.994
4,5,1,3,1,9,9,1190,528,11,32,96.011261,|
4,5,1,3,1,9,10,1214,532,82,19,96.238869,739.989
4,5,1,3,1,9,11,1310,528,11,32,95.737244,|
4,5,1,3,1,9,12,1337,532,78,19,95.737244,1479.98
4,5,1,3,1,9,13,1430,528,11,32,95.300735,|
4,5,1,3,1,9,14,1453,532,83,19,95.300735,2959.96
4,5,1,3,1,9,15,1550,528,11,32,82.748474,|
4,5,1,3,1,9,16,1575,532,78,19,96.390144,5919.91
4,5,1,3,1,10,1,614,562,82,18,93.273674,24.4997
4,5,1,3,1,10,2,710,558,14,31,93.273674,|
4,5,1,3,1,10,3,734,562,82,18,96.537476,48.9994
4,5,1,3,1,10,4,866,562,83,18,95.409935,97.9989
4,5,1,3,1,10,5,955,558,11,32,95.688583,|
4,5,1,3,1,10,6,977,562,78,19,95.688583,195.998
4,5,1,3,1,10,7,1070,558,14,32,95.695778,|
4,5,1,3,1,10,8,1095,562,79,18,96.039421,391.995
4,5,1,3,1,10,9,1190,558,11,32,92.601189,|
4,5,1,3,1,10,10,1214,562,79,19,95.035019,783.991
4,5,1,3,1,10,11,1310,558,14,32,95.035019,|
4,5,1,3,1,10,12,1337,562,78,19,92.677589,1567.98
4,5,1,3,1,10,13,1430,558,11,32,95.93277,|
4,5,1,3,1,10,14,1454,562,82,19,96.269318,3135.96
4,5,1,3,1,10,15,1550,558,14,32,96.825546,|
4,5,1,3,1,10,16,1574,562,81,19,96.817955,6271.93
4,5,1,3,1,11,1,615,591,80,19,93.463127,25.9565
4,5,1,3,1,11,2,712,587,12,33,93.757278,|
4,5,1,3,1,11,3,734,592,79,18,89.235352,51.9131
4,5,1,3,1,11,4,831,587,11,33,95.970871,|
4,5,1,3,1,11,5,857,592,92,18,96.32708,103.8262
4,5,1,3,1,11,6,957,587,12,33,94.990097,|
4,5,1,3,1,11,7,975,592,80,19,94.990097,207.652
4,5,1,3,1,11,8,1070,587,12,33,95.515961,|
4,5,1,3,1,11,9,1094,592,80,19,95.217941,415.305
4,5,1,3,1,11,10,1191,587,12,33,96.395424,|
4,5,1,3,1,11,11,1213,592,83,19,96.675789,830.609
4,5,1,3,1,11,12,1312,587,12,33,95.501068,|
4,5,1,3,1,11,13,1337,592,78,19,95.738983,1661.22
4,5,1,3,1,11,14,1430,587,12,33,95.738983,|
4,5,1,3,1,11,15,1454,592,82,19,95.76606,3322.44
4,5,1,3,1,11,16,1548,587,15,33,96.75782,|
4,5,1,3,1,11,17,1574,592,82,19,96.735878,6644.88
4,5,1,3,1,12,1,614,621,82,18,94.611038,27.5000
4,5,1,3,1,12,2,714,617,8,32,72.063454,|
4,5,1,3,1,12,3,734,621,83,19,96.288696,55.0000
4,5,1,3,1,12,4,831,617,11,32,81.074066,|
4,5,1,3,1,12,5,857,622,92,18,96.34201,110.0000
4,5,1,3,1,12,6,956,617,12,32,94.705627,|
4,5,1,3,1,12,7,974,622,82,18,96.453804,220.000
4,5,1,3,1,12,8,1071,617,11,32,83.500511,|
4,5,1,3,1,12,9,1093,622,83,18,96.033043,440.000
4,5,1,3,1,12,10,1188,617,12,32,93.840668,|
4,5,1,3,1,12,11,1214,622,82,18,96.374908,880.000
4,5,1,3,1,12,12,1308,617,14,32,95.304276,|
4,5,1,3,1,12,13,1336,622,80,18,88.118042,1760.00
4,5,1,3,1,12,14,1428,617,12,32,96.04068,|
4,5,1,3,1,12,15,1454,622,82,18,96.79985,3520.00
4,5,1,3,1,12,16,1548,617,14,32,95.727081,|
4,5,1,3,1,12,17,1574,622,82,18,96.006844,7040.00
4,5,1,3,1,13,1,614,651,81,18,88.949089,29.1352
4,5,1,3,1,13,2,713,647,11,31,92.010986,|
4,5,1,3,1,13,3,735,651,80,18,92.469475,58.2705
4,5,1,3,1,13,4,832,647,11,31,92.469475,|
4,5,1,3,1,13,5,857,651,92,18,96.419891,116.5409
4,5,1,3,1,13,6,958,647,12,31,95.505333,|
4,5,1,3,1,13,7,974,651,81,19,95.689621,233.082
4,5,1,3,1,13,8,1072,647,11,31,94.864059,|
4,5,1,3,1,13,9,1094,652,82,17,94.864059,466.164
4,5,1,3,1,13,10,1191,647,11,31,94.290657,|
4,5,1,3,1,13,11,1213,651,82,19,95.775246,932.328
4,5,1,3,1,13,12,1310,647,14,31,96.222008,|
4,5,1,3,1,13,13,1337,651,79,18,95.784729,1864.66
4,5,1,3,1,13,14,1428,647,14,31,96.758789,|
4,5,1,3,1,13,15,1454,651,79,18,96.521942,3729.31
4,5,1,3,1,13,16,1550,647,11,31,95.36187,|
4,5,1,3,1,13,17,1574,651,82,19,96.479988,7458.62
4,5,1,3,1,14,1,614,680,81,18,95.612633,30.8677
4,5,1,3,1,14,2,711,676,11,32,95.206345,|
4,5,1,3,1,14,3,734,680,82,18,95.350456,61.7354
4,5,1,3,1,14,4,831,676,11,32,95.877777,|
4,5,1,3,1,14,5,857,680,91,18,95.837982,123.4708
4,5,1,3,1,14,6,956,676,12,32,96.614883,|
4,5,1,3,1,14,7,974,680,81,19,96.614883,246.942
4,5,1,3,1,14,8,1071,676,11,32,96.468132,|
4,5,1,3,1,14,9,1094,681,81,18,96.271606,493.883
4,5,1,3,1,14,10,1191,676,11,32,95.144279,|
4,5,1,3,1,14,11,1213,680,82,19,96.497124,987.767
4,5,1,3,1,14,12,1311,676,11,32,95.695351,|
4,5,1,3,1,14,13,1336,680,79,19,95.695351,1975.53
4,5,1,3,1,14,14,1428,676,14,32,81.386124,|
4,5,1,3,1,14,15,1454,680,82,19,96.587685,3951.07
4,5,1,3,1,14,16,1551,676,11,32,96.779373,|
4,5,1,3,1,14,17,1574,680,81,19,96.689857,7902.13
4,5,1,4,1,1,1,519,305,368,4,95.0, 
4,5,1,5,1,1,1,662,807,9,11,38.210945,9
4,5,1,5,1,2,1,615,828,79,19,94.70507,61.1561
4,5,1,5,1,2,2,762,844,3,3,8.800133,:
4,5,1,5,1,2,3,858,829,79,18,95.999802,15.2890
4,5,1,5,1,2,4,953,824,11,33,87.729279,|
4,5,1,5,1,2,5,976,829,78,18,82.523697,7.64451
4,5,1,5,1,2,6,1071,824,12,33,94.78756,|
4,5,1,5,1,2,7,1096,829,81,18,95.979591,3.82226
4,5,1,5,1,2,8,1189,824,12,33,96.416122,|
4,5,1,5,1,2,9,1218,829,79,18,96.477661,1.91113
4,5,1,5,1,2,10,1310,824,12,33,95.972878,|
4,5,1,5,1,2,11,1332,829,97,18,96.159492,0.955564
4,5,1,5,1,2,12,1437,824,9,33,94.658325,|
4,5,1,5,1,2,13,1454,828,95,19,96.516998,0.477782
4,5,1,5,1,3,1,615,858,82,18,94.489273,57.7237
4,5,1,5,1,3,2,710,854,11,33,94.489273,|
4,5,1,5,1,3,3,735,858,82,19,95.865555,28.8618
4,5,1,5,1,3,4,831,854,11,33,95.588234,|
4,5,1,5,1,3,5,858,858,79,19,95.588234,14.4309
4,5,1,5,1,3,6,952,854,11,33,95.19635,|
4,5,1,5,1,3,7,976,858,81,19,96.06427,7.21546
4,5,1,5,1,3,8,1070,854,12,33,96.06427,|
4,5,1,5,1,3,9,1096,858,81,18,96.601028,3.60773
4,5,1,5,1,3,10,1188,854,12,33,95.368721,|
4,5,1,5,1,3,11,1218,858,79,19,95.368721,1.80386
4,5,1,5,1,3,12,1309,854,12,33,94.747643,|
4,5,1,5,1,3,13,1335,858,94,19,96.190872,0.901932
4,5,1,5,1,3,14,1436,854,11,33,95.783157,|
4,5,1,5,1,3,15,1454,858,96,19,95.783157,0.450966
4,5,1,5,1,4,1,616,888,81,18,85.562874,54.4839
4,5,1,5,1,4,2,711,884,11,33,96.001999,|
4,5,1,5,1,4,3,736,888,81,19,94.654999,27.2419
4,5,1,5,1,4,4,832,884,11,33,92.890358,|
4,5,1,5,1,4,5,858,888,80,19,96.37558,13.6210
4,5,1,5,1,4,6,953,884,11,33,91.731735,|
4,5,1,5,1,4,7,975,888,82,19,96.379303,6.81049
4,5,1,5,1,4,8,1071,884,12,33,94.873962,|
4,5,1,5,1,4,9,1096,888,81,19,95.058411,3.40524
4,5,1,5,1,4,10,1186,884,15,33,85.616577,|
4,5,1,5,1,4,11,1218,888,79,18,96.698006,1.70262
4,5,1,5,1,4,12,1310,884,12,33,94.857849,|
4,5,1,5,1,4,13,1335,888,92,18,95.11544,0.851311
4,5,1,5,1,4,14,1437,884,11,33,94.842804,|
4,5,1,5,1,4,15,1454,888,94,19,95.100685,0.425655
4,5,1,5,1,5,1,616,917,81,19,69.624031,51.4259
4,5,1,5,1,5,2,708,913,12,34,93.698387,|
4,5,1,5,1,5,3,736,918,82,19,93.698387,25.7130
4,5,1,5,1,5,4,830,913,12,34,89.81147,|
4,5,1,5,1,5,5,858,918,78,18,95.264008,12.8565
4,5,1,5,1,5,6,952,913,12,34,95.135368,|
4,5,1,5,1,5,7,975,918,82,19,96.795654,6.42824
4,5,1,5,1,5,8,1068,913,12,34,96.019524,|
4,5,1,5,1,5,9,1095,918,81,19,95.999008,3.21412
4,5,1,5,1,5,10,1190,913,12,34,95.107918,|
4,5,1,5,1,5,11,1218,918,79,18,96.053108,1.60706
4,5,1,5,1,5,12,1309,913,12,34,68.037003,|
4,5,1,5,1,5,13,1334,918,96,18,93.810989,0.803530
4,5,1,5,1,5,14,1436,913,9,34,96.177551,|
4,5,1,5,1,5,15,1454,918,95,18,95.155457,0.401765
4,5,1,5,1,6,1,615,948,82,18,96.377281,48.5396
4,5,1,5,1,6,2,710,944,14,33,92.976234,|
4,5,1,5,1,6,3,736,948,81,19,96.548843,24.2698
4,5,1,5,1,6,4,831,944,11,33,95.00071,|
4,5,1,5,1,6,5,858,948,79,19,95.00071,12.1349
4,5,1,5,1,6,6,952,944,11,33,96.198837,|
4,5,1,5,1,6,7,975,948,80,19,95.455177,6.06745
4,5,1,5,1,6,8,1070,944,12,33,95.814705,|
4,5,1,5,1,6,9,1096,948,80,19,96.816483,3.03373
4,5,1,5,1,6,10,1188,944,15,33,92.457771,|
4,5,1,5,1,6,11,1218,948,79,19,96.011414,1.51686
4,5,1,5,1,6,12,1309,944,12,33,91.312248,|
4,5,1,5,1,6,13,1334,948,95,18,96.734474,0.758432
4,5,1,5,1,6,14,1436,944,11,33,95.482758,|
4,5,1,5,1,6,15,1454,948,96,18,95.482758,0.379216
4,5,1,5,1,7,1,614,978,83,18,95.131241,45.8153
4,5,1,5,1,7,2,712,973,12,34,95.814278,|
4,5,1,5,1,7,3,736,978,81,19,90.500488,22.9077
4,5,1,5,1,7,4,831,973,12,34,95.886826,|
4,5,1,5,1,7,5,858,978,79,19,96.707863,11.4538
4,5,1,5,1,7,6,952,973,13,34,88.336868,|
4,5,1,5,1,7,7,976,978,78,19,95.770081,5.72691
4,5,1,5,1,7,8,1069,973,12,34,96.578377,|
4,5,1,5,1,7,9,1095,978,82,19,96.580376,2.86346
4,5,1,5,1,7,10,1188,973,12,34,92.889511,|
4,5,1,5,1,7,11,1218,978,79,19,92.889511,1.43173
4,5,1,5,1,7,12,1309,973,13,34,96.454567,|
4,5,1,5,1,7,13,1335,978,95,18,96.756195,0.715864
4,5,1,5,1,7,14,1440,973,6,34,82.591782,|
4,5,1,5,1,7,15,1454,977,96,19,95.775269,0.357932
4,5,1,5,1,8,1,615,1008,83,18,96.136581,43.2439
4,5,1,5,1,8,2,710,1004,14,33,93.263252,|
4,5,1,5,1,8,3,736,1008,82,19,96.249329,21.6219
4,5,1,5,1,8,4,833,1004,12,33,94.584877,|
4,5,1,5,1,8,5,858,1008,80,19,94.586517,10.8110
4,5,1,5,1,8,6,952,1004,11,33,94.626221,|
4,5,1,5,1,8,7,976,1008,81,19,90.063057,5.40549
4,5,1,5,1,8,8,1070,1004,12,33,95.701515,|
4,5,1,5,1,8,9,1096,1008,81,19,96.58448,2.70274
4,5,1,5,1,8,10,1188,1004,12,33,92.185089,|
4,5,1,5,1,8,11,1218,1008,79,19,95.159836,1.35137
4,5,1,5,1,8,12,1309,1004,12,33,87.758438,|
4,5,1,5,1,8,13,1335,1008,95,19,96.29454,0.675686
4,5,1,5,1,8,14,1436,1004,11,33,92.14003,|
4,5,1,5,1,8,15,1454,1008,95,18,92.14003,0.337843
4,5,1,5,1,9,1,615,1038,82,18,96.544197,40.8168
4,5,1,5,1,9,2,710,1034,11,33,93.563568,|
4,5,1,5,1,9,3,736,1038,82,19,96.407761,20.4084
4,5,1,5,1,9,4,833,1034,12,33,85.504349,|
4,5,1,5,1,9,5,859,1038,78,19,96.376549,10.2042
4,5,1,5,1,9,6,952,1034,11,33,94.630676,|
4,5,1,5,1,9,7,977,1039,81,18,94.630676,5.10210
4,5,1,5,1,9,8,1070,1034,12,33,94.962059,|
4,5,1,5,1,9,9,1096,1038,80,19,92.531296,2.55105
4,5,1,5,1,9,10,1188,1034,12,33,95.313873,|
4,5,1,5,1,9,11,1218,1038,79,19,95.085823,1.27553
4,5,1,5,1,9,12,1309,1034,12,33,92.280563,|
4,5,1,5,1,9,13,1335,1038,95,18,95.947578,0.637763
4,5,1,5,1,9,14,1436,1034,9,33,95.95153,|
4,5,1,5,1,9,15,1455,1038,92,18,95.604317,0.318881
4,5,1,5,1,10,1,616,1068,81,18,95.954712,38.5259
4,5,1,5,1,10,2,711,1064,11,33,90.239738,|
4,5,1,5,1,10,3,739,1068,79,19,96.35923,19.2630
4,5,1,5,1,10,4,868,1068,69,19,90.153946,9.6315
4,5,1,5,1,10,5,954,1064,12,33,95.942467,|
4,5,1,5,1,10,6,976,1069,81,18,95.823875,4.81574
4,5,1,5,1,10,7,1070,1064,12,33,90.218109,|
